file,definition,property,jsonPath
specification/agricultureplatform/resource-manager/Microsoft.AgriculturePlatform/preview/2024-06-01-preview/openapi.json,ManagedOnBehalfOfConfiguration,moboBrokerResources,$.definitions.ManagedOnBehalfOfConfiguration.properties.moboBrokerResources
specification/agricultureplatform/resource-manager/Microsoft.AgriculturePlatform/preview/2024-06-01-preview/openapi.json,MoboBrokerResource,id,$.definitions.MoboBrokerResource.properties.id
specification/alertsmanagement/resource-manager/Microsoft.AlertsManagement/Legacy/preview/2025-03-01-preview/Issues.json,IssueProperties,investigations,$.definitions.IssueProperties.properties.investigations
specification/alertsmanagement/resource-manager/Microsoft.AlertsManagement/Legacy/preview/2025-03-01-preview/Issues.json,IssueProperties,investigationsCount,$.definitions.IssueProperties.properties.investigationsCount
specification/alertsmanagement/resource-manager/Microsoft.AlertsManagement/Legacy/preview/2025-03-01-preview/Issues.json,RelatedAlert,origin,$.definitions.RelatedAlert.properties.origin
specification/alertsmanagement/resource-manager/Microsoft.AlertsManagement/Legacy/preview/2025-03-01-preview/Issues.json,RelatedAlert,addedAt,$.definitions.RelatedAlert.properties.addedAt
specification/alertsmanagement/resource-manager/Microsoft.AlertsManagement/Legacy/preview/2025-03-01-preview/Issues.json,RelatedAlert,lastModifiedAt,$.definitions.RelatedAlert.properties.lastModifiedAt
specification/alertsmanagement/resource-manager/Microsoft.AlertsManagement/Legacy/preview/2025-03-01-preview/Issues.json,RelatedResource,origin,$.definitions.RelatedResource.properties.origin
specification/alertsmanagement/resource-manager/Microsoft.AlertsManagement/Legacy/preview/2025-03-01-preview/Issues.json,RelatedResource,addedAt,$.definitions.RelatedResource.properties.addedAt
specification/alertsmanagement/resource-manager/Microsoft.AlertsManagement/Legacy/preview/2025-03-01-preview/Issues.json,RelatedResource,lastModifiedAt,$.definitions.RelatedResource.properties.lastModifiedAt
specification/app/resource-manager/Microsoft.App/SreAgent/stable/2026-01-01/sreagent.json,AgentSpaceComplianceStatus,isCompliant,$.definitions.AgentSpaceComplianceStatus.properties.isCompliant
specification/azureresiliencemanagement/resource-manager/Microsoft.AzureResilienceManagement/AzureResilienceManagement/preview/2025-02-01-preview/openapi.json,ResourceProtectionSolutionSettings,isAutoFailover,$.definitions.ResourceProtectionSolutionSettings.properties.isAutoFailover
specification/azureresiliencemanagement/resource-manager/Microsoft.AzureResilienceManagement/AzureResilienceManagement/preview/2026-03-01-preview/openapi.json,ResourceProtectionSolutionSettings,isAutoFailover,$.definitions.ResourceProtectionSolutionSettings.properties.isAutoFailover
specification/azureresiliencemanagement/resource-manager/Microsoft.AzureResilienceManagement/AzureResilienceManagement/preview/2026-04-01-preview/openapi.json,ResourceProtectionSolutionSettings,isAutoFailover,$.definitions.ResourceProtectionSolutionSettings.properties.isAutoFailover
specification/azureresiliencemanagement/resource-manager/Microsoft.AzureResilienceManagement/AzureResilienceManagement/preview/2026-06-01-preview/openapi.json,ResourceProtectionSolutionSettings,isAutoFailover,$.definitions.ResourceProtectionSolutionSettings.properties.isAutoFailover
specification/azurestackhci/resource-manager/Microsoft.AzureStackHCI/StackHCI/preview/2026-05-01-preview/hci.json,LifecycleDetails,lifecycleStages,$.definitions.LifecycleDetails.properties.lifecycleStages
specification/azurestackhci/resource-manager/Microsoft.AzureStackHCI/StackHCI/preview/2026-05-01-preview/hci.json,LifecycleStage,name,$.definitions.LifecycleStage.properties.name
specification/azurestackhci/resource-manager/Microsoft.AzureStackHCI/StackHCI/preview/2026-05-01-preview/hci.json,LifecycleStage,description,$.definitions.LifecycleStage.properties.description
specification/azurestackhci/resource-manager/Microsoft.AzureStackHCI/StackHCI/preview/2026-05-01-preview/hci.json,LifecycleStage,status,$.definitions.LifecycleStage.properties.status
specification/azurestackhci/resource-manager/Microsoft.AzureStackHCI/StackHCI/preview/2026-05-01-preview/hci.json,LifecycleStatus,status,$.definitions.LifecycleStatus.properties.status
specification/azurestackhci/resource-manager/Microsoft.AzureStackHCI/StackHCI/preview/2026-05-01-preview/hci.json,LifecycleStatus,lastUpdatedUtc,$.definitions.LifecycleStatus.properties.lastUpdatedUtc
specification/billingtrust/resource-manager/Microsoft.BillingTrust/BillingTrust/preview/2026-03-17-preview/openapi.json,RuleProperties,kind,$.definitions.RuleProperties.properties.kind
specification/cdn/resource-manager/Microsoft.Cdn/Cdn/preview/2024-07-22-preview/edgeaction.json,EdgeActionAttachment,id,$.definitions.EdgeActionAttachment.properties.id
specification/cdn/resource-manager/Microsoft.Cdn/Cdn/preview/2024-07-22-preview/edgeaction.json,EdgeActionExecutionFilterProperties,lastUpdateTime,$.definitions.EdgeActionExecutionFilterProperties.properties.lastUpdateTime
specification/cdn/resource-manager/Microsoft.Cdn/Cdn/preview/2024-07-22-preview/edgeaction.json,EdgeActionVersionProperties,validationStatus,$.definitions.EdgeActionVersionProperties.properties.validationStatus
specification/cdn/resource-manager/Microsoft.Cdn/Cdn/preview/2024-07-22-preview/edgeaction.json,EdgeActionVersionProperties,lastPackageUpdateTime,$.definitions.EdgeActionVersionProperties.properties.lastPackageUpdateTime
specification/cdn/resource-manager/Microsoft.Cdn/EdgeActions/preview/2025-09-01-preview/openapi.json,EdgeActionAttachment,id,$.definitions.EdgeActionAttachment.properties.id
specification/cdn/resource-manager/Microsoft.Cdn/EdgeActions/preview/2025-09-01-preview/openapi.json,EdgeActionExecutionFilterProperties,lastUpdateTime,$.definitions.EdgeActionExecutionFilterProperties.properties.lastUpdateTime
specification/cdn/resource-manager/Microsoft.Cdn/EdgeActions/preview/2025-09-01-preview/openapi.json,EdgeActionProperties,attachments,$.definitions.EdgeActionProperties.properties.attachments
specification/cdn/resource-manager/Microsoft.Cdn/EdgeActions/preview/2025-09-01-preview/openapi.json,EdgeActionVersionProperties,validationStatus,$.definitions.EdgeActionVersionProperties.properties.validationStatus
specification/cdn/resource-manager/Microsoft.Cdn/EdgeActions/preview/2025-09-01-preview/openapi.json,EdgeActionVersionProperties,lastPackageUpdateTime,$.definitions.EdgeActionVersionProperties.properties.lastPackageUpdateTime
specification/cdn/resource-manager/Microsoft.Cdn/EdgeActions/preview/2025-12-01-preview/openapi.json,EdgeActionProperties,attachments,$.definitions.EdgeActionProperties.properties.attachments
specification/chaos/resource-manager/Microsoft.Chaos/Chaos/preview/2026-05-01-preview/openapi.json,Recommendation,recommendationStatus,$.definitions.Recommendation.properties.recommendationStatus
specification/cloudhealth/resource-manager/Microsoft.CloudHealth/preview/2025-05-01-preview/cloudhealth.json,DiscoveryRuleProperties,entityName,$.definitions.DiscoveryRuleProperties.properties.entityName
specification/cloudhealth/resource-manager/Microsoft.CloudHealth/preview/2026-01-01-preview/cloudhealth.json,DiscoveryError,message,$.definitions.DiscoveryError.properties.message
specification/cloudhealth/resource-manager/Microsoft.CloudHealth/preview/2026-01-01-preview/cloudhealth.json,DiscoveryRuleProperties,entityName,$.definitions.DiscoveryRuleProperties.properties.entityName
specification/cloudhealth/resource-manager/Microsoft.CloudHealth/preview/2026-05-01-preview/cloudhealth.json,DiscoveryError,message,$.definitions.DiscoveryError.properties.message
specification/cloudhealth/resource-manager/Microsoft.CloudHealth/preview/2026-05-01-preview/cloudhealth.json,DiscoveryRuleProperties,entityName,$.definitions.DiscoveryRuleProperties.properties.entityName
specification/computeschedule/resource-manager/Microsoft.ComputeSchedule/preview/2025-04-15-preview/computeschedule.json,ScheduledActionResource,name,$.definitions.ScheduledActionResource.properties.name
specification/computeschedule/resource-manager/Microsoft.ComputeSchedule/preview/2025-04-15-preview/computeschedule.json,ScheduledActionResource,id,$.definitions.ScheduledActionResource.properties.id
specification/computeschedule/resource-manager/Microsoft.ComputeSchedule/preview/2026-01-01-preview/computeschedule.json,ScheduledActionResource,name,$.definitions.ScheduledActionResource.properties.name
specification/computeschedule/resource-manager/Microsoft.ComputeSchedule/preview/2026-01-01-preview/computeschedule.json,ScheduledActionResource,id,$.definitions.ScheduledActionResource.properties.id
specification/computeschedule/resource-manager/Microsoft.ComputeSchedule/preview/2026-03-01-preview/computeschedule.json,ScheduledActionResource,name,$.definitions.ScheduledActionResource.properties.name
specification/computeschedule/resource-manager/Microsoft.ComputeSchedule/preview/2026-03-01-preview/computeschedule.json,ScheduledActionResource,id,$.definitions.ScheduledActionResource.properties.id
specification/computeschedule/resource-manager/Microsoft.ComputeSchedule/preview/2026-04-15-preview/computeschedule.json,ScheduledActionResource,name,$.definitions.ScheduledActionResource.properties.name
specification/computeschedule/resource-manager/Microsoft.ComputeSchedule/preview/2026-04-15-preview/computeschedule.json,ScheduledActionResource,id,$.definitions.ScheduledActionResource.properties.id
specification/containerregistry/resource-manager/Microsoft.ContainerRegistry/Registry/preview/2026-01-01-preview/containerregistry.json,RegistrySyncResult,syncTrigger,$.definitions.RegistrySyncResult.properties.syncTrigger
specification/containerregistry/resource-manager/Microsoft.ContainerRegistry/Registry/preview/2026-01-01-preview/containerregistry.json,RegistrySyncResult,syncState,$.definitions.RegistrySyncResult.properties.syncState
specification/containerregistry/resource-manager/Microsoft.ContainerRegistry/Registry/preview/2026-03-01-preview/containerregistry.json,RegistrySyncResult,syncTrigger,$.definitions.RegistrySyncResult.properties.syncTrigger
specification/containerregistry/resource-manager/Microsoft.ContainerRegistry/Registry/preview/2026-03-01-preview/containerregistry.json,RegistrySyncResult,syncState,$.definitions.RegistrySyncResult.properties.syncState
specification/containerservice/resource-manager/Microsoft.ContainerService/deploymentsafeguards/preview/2025-04-02-preview/deploymentsafeguards.json,DeploymentSafeguardsProperties,systemExcludedNamespaces,$.definitions.DeploymentSafeguardsProperties.properties.systemExcludedNamespaces
specification/containerservice/resource-manager/Microsoft.ContainerService/deploymentsafeguards/preview/2025-05-02-preview/deploymentsafeguards.json,DeploymentSafeguardsProperties,systemExcludedNamespaces,$.definitions.DeploymentSafeguardsProperties.properties.systemExcludedNamespaces
specification/containerservice/resource-manager/Microsoft.ContainerService/deploymentsafeguards/stable/2025-04-01/deploymentsafeguards.json,DeploymentSafeguardsProperties,systemExcludedNamespaces,$.definitions.DeploymentSafeguardsProperties.properties.systemExcludedNamespaces
specification/containerservice/resource-manager/Microsoft.ContainerService/deploymentsafeguards/stable/2025-07-01/deploymentsafeguards.json,DeploymentSafeguardsProperties,systemExcludedNamespaces,$.definitions.DeploymentSafeguardsProperties.properties.systemExcludedNamespaces
specification/containerservice/resource-manager/Microsoft.ContainerService/fleet/preview/2026-03-02-preview/fleets.json,CiliumProperties,id,$.definitions.CiliumProperties.properties.id
specification/containerservice/resource-manager/Microsoft.ContainerService/fleet/preview/2026-03-02-preview/fleets.json,CiliumProperties,name,$.definitions.CiliumProperties.properties.name
specification/containerservice/resource-manager/Microsoft.ContainerService/fleet/preview/2026-03-02-preview/fleets.json,ClusterMeshProfileStatus,state,$.definitions.ClusterMeshProfileStatus.properties.state
specification/containerservice/resource-manager/Microsoft.ContainerService/fleet/preview/2026-03-02-preview/fleets.json,MeshMemberStatus,state,$.definitions.MeshMemberStatus.properties.state
specification/containerservice/resource-manager/Microsoft.ContainerService/fleet/preview/2026-03-02-preview/fleets.json,MeshProperties,ciliumProperties,$.definitions.MeshProperties.properties.ciliumProperties
specification/containerservice/resource-manager/Microsoft.ContainerService/fleet/preview/2026-03-02-preview/fleets.json,MeshProperties,status,$.definitions.MeshProperties.properties.status
specification/containerservice/resource-manager/Microsoft.ContainerService/fleet/preview/2026-03-02-preview/fleets.json,MeshProperties,clusterMeshProfileResourceId,$.definitions.MeshProperties.properties.clusterMeshProfileResourceId
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2024-09-01-preview/deviceregistry.json,AssetStatusDataset,name,$.definitions.AssetStatusDataset.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2024-09-01-preview/deviceregistry.json,AssetStatusEvent,name,$.definitions.AssetStatusEvent.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2024-09-01-preview/deviceregistry.json,MessageSchemaReference,schemaRegistryNamespace,$.definitions.MessageSchemaReference.properties.schemaRegistryNamespace
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2024-09-01-preview/deviceregistry.json,MessageSchemaReference,schemaName,$.definitions.MessageSchemaReference.properties.schemaName
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2024-09-01-preview/deviceregistry.json,MessageSchemaReference,schemaVersion,$.definitions.MessageSchemaReference.properties.schemaVersion
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-07-01-preview/deviceregistry.json,AssetStatusDataset,name,$.definitions.AssetStatusDataset.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-07-01-preview/deviceregistry.json,AssetStatusEvent,name,$.definitions.AssetStatusEvent.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-07-01-preview/deviceregistry.json,MessageSchemaReference,schemaRegistryNamespace,$.definitions.MessageSchemaReference.properties.schemaRegistryNamespace
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-07-01-preview/deviceregistry.json,MessageSchemaReference,schemaName,$.definitions.MessageSchemaReference.properties.schemaName
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-07-01-preview/deviceregistry.json,MessageSchemaReference,schemaVersion,$.definitions.MessageSchemaReference.properties.schemaVersion
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-07-01-preview/deviceregistry.json,NamespaceAssetStatusDataset,name,$.definitions.NamespaceAssetStatusDataset.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-07-01-preview/deviceregistry.json,NamespaceAssetStatusEvent,name,$.definitions.NamespaceAssetStatusEvent.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-07-01-preview/deviceregistry.json,NamespaceAssetStatusManagementAction,name,$.definitions.NamespaceAssetStatusManagementAction.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-07-01-preview/deviceregistry.json,NamespaceAssetStatusManagementGroup,name,$.definitions.NamespaceAssetStatusManagementGroup.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-07-01-preview/deviceregistry.json,NamespaceAssetStatusStream,name,$.definitions.NamespaceAssetStatusStream.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-07-01-preview/deviceregistry.json,NamespaceMessageSchemaReference,schemaRegistryNamespace,$.definitions.NamespaceMessageSchemaReference.properties.schemaRegistryNamespace
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-07-01-preview/deviceregistry.json,NamespaceMessageSchemaReference,schemaName,$.definitions.NamespaceMessageSchemaReference.properties.schemaName
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-07-01-preview/deviceregistry.json,NamespaceMessageSchemaReference,schemaVersion,$.definitions.NamespaceMessageSchemaReference.properties.schemaVersion
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-11-01-preview/deviceregistry.json,AssetStatusDataset,name,$.definitions.AssetStatusDataset.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-11-01-preview/deviceregistry.json,AssetStatusEvent,name,$.definitions.AssetStatusEvent.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-11-01-preview/deviceregistry.json,MessageSchemaReference,schemaRegistryNamespace,$.definitions.MessageSchemaReference.properties.schemaRegistryNamespace
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-11-01-preview/deviceregistry.json,MessageSchemaReference,schemaName,$.definitions.MessageSchemaReference.properties.schemaName
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-11-01-preview/deviceregistry.json,MessageSchemaReference,schemaVersion,$.definitions.MessageSchemaReference.properties.schemaVersion
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-11-01-preview/deviceregistry.json,NamespaceAssetStatusDataset,name,$.definitions.NamespaceAssetStatusDataset.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-11-01-preview/deviceregistry.json,NamespaceAssetStatusEvent,name,$.definitions.NamespaceAssetStatusEvent.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-11-01-preview/deviceregistry.json,NamespaceAssetStatusEventGroup,name,$.definitions.NamespaceAssetStatusEventGroup.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-11-01-preview/deviceregistry.json,NamespaceAssetStatusManagementAction,name,$.definitions.NamespaceAssetStatusManagementAction.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-11-01-preview/deviceregistry.json,NamespaceAssetStatusManagementGroup,name,$.definitions.NamespaceAssetStatusManagementGroup.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-11-01-preview/deviceregistry.json,NamespaceAssetStatusStream,name,$.definitions.NamespaceAssetStatusStream.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-11-01-preview/deviceregistry.json,NamespaceMessageSchemaReference,schemaRegistryNamespace,$.definitions.NamespaceMessageSchemaReference.properties.schemaRegistryNamespace
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-11-01-preview/deviceregistry.json,NamespaceMessageSchemaReference,schemaName,$.definitions.NamespaceMessageSchemaReference.properties.schemaName
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2025-11-01-preview/deviceregistry.json,NamespaceMessageSchemaReference,schemaVersion,$.definitions.NamespaceMessageSchemaReference.properties.schemaVersion
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2026-03-01-preview/deviceregistry.json,AssetStatusDataset,name,$.definitions.AssetStatusDataset.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2026-03-01-preview/deviceregistry.json,AssetStatusEvent,name,$.definitions.AssetStatusEvent.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2026-03-01-preview/deviceregistry.json,MessageSchemaReference,schemaRegistryNamespace,$.definitions.MessageSchemaReference.properties.schemaRegistryNamespace
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2026-03-01-preview/deviceregistry.json,MessageSchemaReference,schemaName,$.definitions.MessageSchemaReference.properties.schemaName
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2026-03-01-preview/deviceregistry.json,MessageSchemaReference,schemaVersion,$.definitions.MessageSchemaReference.properties.schemaVersion
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2026-03-01-preview/deviceregistry.json,NamespaceAssetStatusDataset,name,$.definitions.NamespaceAssetStatusDataset.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2026-03-01-preview/deviceregistry.json,NamespaceAssetStatusEvent,name,$.definitions.NamespaceAssetStatusEvent.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2026-03-01-preview/deviceregistry.json,NamespaceAssetStatusEventGroup,name,$.definitions.NamespaceAssetStatusEventGroup.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2026-03-01-preview/deviceregistry.json,NamespaceAssetStatusManagementAction,name,$.definitions.NamespaceAssetStatusManagementAction.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2026-03-01-preview/deviceregistry.json,NamespaceAssetStatusManagementGroup,name,$.definitions.NamespaceAssetStatusManagementGroup.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2026-03-01-preview/deviceregistry.json,NamespaceAssetStatusStream,name,$.definitions.NamespaceAssetStatusStream.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2026-03-01-preview/deviceregistry.json,NamespaceMessageSchemaReference,schemaRegistryNamespace,$.definitions.NamespaceMessageSchemaReference.properties.schemaRegistryNamespace
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2026-03-01-preview/deviceregistry.json,NamespaceMessageSchemaReference,schemaName,$.definitions.NamespaceMessageSchemaReference.properties.schemaName
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/preview/2026-03-01-preview/deviceregistry.json,NamespaceMessageSchemaReference,schemaVersion,$.definitions.NamespaceMessageSchemaReference.properties.schemaVersion
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2024-11-01/deviceregistry.json,AssetStatusDataset,name,$.definitions.AssetStatusDataset.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2024-11-01/deviceregistry.json,AssetStatusEvent,name,$.definitions.AssetStatusEvent.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2024-11-01/deviceregistry.json,MessageSchemaReference,schemaRegistryNamespace,$.definitions.MessageSchemaReference.properties.schemaRegistryNamespace
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2024-11-01/deviceregistry.json,MessageSchemaReference,schemaName,$.definitions.MessageSchemaReference.properties.schemaName
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2024-11-01/deviceregistry.json,MessageSchemaReference,schemaVersion,$.definitions.MessageSchemaReference.properties.schemaVersion
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2025-10-01/deviceregistry.json,AssetStatusDataset,name,$.definitions.AssetStatusDataset.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2025-10-01/deviceregistry.json,AssetStatusEvent,name,$.definitions.AssetStatusEvent.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2025-10-01/deviceregistry.json,MessageSchemaReference,schemaRegistryNamespace,$.definitions.MessageSchemaReference.properties.schemaRegistryNamespace
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2025-10-01/deviceregistry.json,MessageSchemaReference,schemaName,$.definitions.MessageSchemaReference.properties.schemaName
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2025-10-01/deviceregistry.json,MessageSchemaReference,schemaVersion,$.definitions.MessageSchemaReference.properties.schemaVersion
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2025-10-01/deviceregistry.json,NamespaceAssetStatusDataset,name,$.definitions.NamespaceAssetStatusDataset.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2025-10-01/deviceregistry.json,NamespaceAssetStatusEvent,name,$.definitions.NamespaceAssetStatusEvent.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2025-10-01/deviceregistry.json,NamespaceAssetStatusEventGroup,name,$.definitions.NamespaceAssetStatusEventGroup.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2025-10-01/deviceregistry.json,NamespaceAssetStatusManagementAction,name,$.definitions.NamespaceAssetStatusManagementAction.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2025-10-01/deviceregistry.json,NamespaceAssetStatusManagementGroup,name,$.definitions.NamespaceAssetStatusManagementGroup.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2025-10-01/deviceregistry.json,NamespaceAssetStatusStream,name,$.definitions.NamespaceAssetStatusStream.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2025-10-01/deviceregistry.json,NamespaceMessageSchemaReference,schemaRegistryNamespace,$.definitions.NamespaceMessageSchemaReference.properties.schemaRegistryNamespace
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2025-10-01/deviceregistry.json,NamespaceMessageSchemaReference,schemaName,$.definitions.NamespaceMessageSchemaReference.properties.schemaName
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2025-10-01/deviceregistry.json,NamespaceMessageSchemaReference,schemaVersion,$.definitions.NamespaceMessageSchemaReference.properties.schemaVersion
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2026-04-01/deviceregistry.json,AssetStatusDataset,name,$.definitions.AssetStatusDataset.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2026-04-01/deviceregistry.json,AssetStatusEvent,name,$.definitions.AssetStatusEvent.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2026-04-01/deviceregistry.json,MessageSchemaReference,schemaRegistryNamespace,$.definitions.MessageSchemaReference.properties.schemaRegistryNamespace
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2026-04-01/deviceregistry.json,MessageSchemaReference,schemaName,$.definitions.MessageSchemaReference.properties.schemaName
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2026-04-01/deviceregistry.json,MessageSchemaReference,schemaVersion,$.definitions.MessageSchemaReference.properties.schemaVersion
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2026-04-01/deviceregistry.json,NamespaceAssetStatusDataset,name,$.definitions.NamespaceAssetStatusDataset.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2026-04-01/deviceregistry.json,NamespaceAssetStatusEvent,name,$.definitions.NamespaceAssetStatusEvent.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2026-04-01/deviceregistry.json,NamespaceAssetStatusEventGroup,name,$.definitions.NamespaceAssetStatusEventGroup.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2026-04-01/deviceregistry.json,NamespaceAssetStatusManagementAction,name,$.definitions.NamespaceAssetStatusManagementAction.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2026-04-01/deviceregistry.json,NamespaceAssetStatusManagementGroup,name,$.definitions.NamespaceAssetStatusManagementGroup.properties.name
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2026-04-01/deviceregistry.json,NamespaceAssetStatusStream,name,$.definitions.NamespaceAssetStatusStream.properties.name
