file,definition,property,jsonPath
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2026-04-01/deviceregistry.json,NamespaceMessageSchemaReference,schemaRegistryNamespace,$.definitions.NamespaceMessageSchemaReference.properties.schemaRegistryNamespace
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2026-04-01/deviceregistry.json,NamespaceMessageSchemaReference,schemaName,$.definitions.NamespaceMessageSchemaReference.properties.schemaName
specification/deviceregistry/resource-manager/Microsoft.DeviceRegistry/stable/2026-04-01/deviceregistry.json,NamespaceMessageSchemaReference,schemaVersion,$.definitions.NamespaceMessageSchemaReference.properties.schemaVersion
specification/edge/resource-manager/Microsoft.Edge/configurationmanager/preview/2025-08-15-preview/configurationmanager.json,StageMap,displayState,$.definitions.StageMap.properties.displayState
specification/edge/resource-manager/Microsoft.Edge/configurationmanager/preview/2025-08-15-preview/configurationmanager.json,StageMap,stage,$.definitions.StageMap.properties.stage
specification/edge/resource-manager/Microsoft.Edge/configurationmanager/preview/2025-08-15-preview/configurationmanager.json,StageMap,status,$.definitions.StageMap.properties.status
specification/edge/resource-manager/Microsoft.Edge/configurationmanager/stable/2025-08-01/configurationmanager.json,StageMap,displayState,$.definitions.StageMap.properties.displayState
specification/edge/resource-manager/Microsoft.Edge/configurationmanager/stable/2025-08-01/configurationmanager.json,StageMap,stage,$.definitions.StageMap.properties.stage
specification/edge/resource-manager/Microsoft.Edge/configurationmanager/stable/2025-08-01/configurationmanager.json,StageMap,status,$.definitions.StageMap.properties.status
specification/edge/resource-manager/Microsoft.Edge/configurationmanager/stable/2026-03-01/configurationmanager.json,StageMap,displayState,$.definitions.StageMap.properties.displayState
specification/edge/resource-manager/Microsoft.Edge/configurationmanager/stable/2026-03-01/configurationmanager.json,StageMap,stage,$.definitions.StageMap.properties.stage
specification/edge/resource-manager/Microsoft.Edge/configurationmanager/stable/2026-03-01/configurationmanager.json,StageMap,status,$.definitions.StageMap.properties.status
specification/edge/resource-manager/Microsoft.Edge/disconnectedOperations/preview/2025-06-01-preview/disconnectedOperations.json,DisconnectedOperationProperties,stampId,$.definitions.DisconnectedOperationProperties.properties.stampId
specification/edge/resource-manager/Microsoft.Edge/disconnectedOperations/preview/2025-06-01-preview/disconnectedOperations.json,DisconnectedOperationProperties,billingModel,$.definitions.DisconnectedOperationProperties.properties.billingModel
specification/edge/resource-manager/Microsoft.Edge/disconnectedOperations/stable/2026-03-15/disconnectedOperations.json,BillingConfiguration,billingStatus,$.definitions.BillingConfiguration.properties.billingStatus
specification/edge/resource-manager/Microsoft.Edge/disconnectedOperations/stable/2026-03-15/disconnectedOperations.json,DisconnectedOperationProperties,stampId,$.definitions.DisconnectedOperationProperties.properties.stampId
specification/edge/resource-manager/Microsoft.Edge/disconnectedOperations/stable/2026-03-15/disconnectedOperations.json,DisconnectedOperationProperties,billingModel,$.definitions.DisconnectedOperationProperties.properties.billingModel
specification/ews/resource-manager/Microsoft.SecretSyncController/preview/2024-08-21-preview/secretsynccontroller.json,SecretSyncCondition,message,$.definitions.SecretSyncCondition.properties.message
specification/ews/resource-manager/Microsoft.SecretSyncController/preview/2024-08-21-preview/secretsynccontroller.json,SecretSyncCondition,reason,$.definitions.SecretSyncCondition.properties.reason
specification/ews/resource-manager/Microsoft.SecretSyncController/preview/2024-08-21-preview/secretsynccontroller.json,SecretSyncCondition,status,$.definitions.SecretSyncCondition.properties.status
specification/ews/resource-manager/Microsoft.SecretSyncController/preview/2024-08-21-preview/secretsynccontroller.json,SecretSyncCondition,type,$.definitions.SecretSyncCondition.properties.type
specification/impact/resource-manager/Microsoft.Impact/preview/2024-05-01-preview/impact.json,ConnectorProperties,connectorId,$.definitions.ConnectorProperties.properties.connectorId
specification/impact/resource-manager/Microsoft.Impact/preview/2024-05-01-preview/impact.json,ConnectorProperties,tenantId,$.definitions.ConnectorProperties.properties.tenantId
specification/impact/resource-manager/Microsoft.Impact/preview/2024-05-01-preview/impact.json,ConnectorProperties,lastRunTimeStamp,$.definitions.ConnectorProperties.properties.lastRunTimeStamp
specification/impact/resource-manager/Microsoft.Impact/preview/2025-01-01-preview/impact.json,ConnectorProperties,connectorId,$.definitions.ConnectorProperties.properties.connectorId
specification/impact/resource-manager/Microsoft.Impact/preview/2025-01-01-preview/impact.json,ConnectorProperties,tenantId,$.definitions.ConnectorProperties.properties.tenantId
specification/impact/resource-manager/Microsoft.Impact/preview/2025-01-01-preview/impact.json,ConnectorProperties,lastRunTimeStamp,$.definitions.ConnectorProperties.properties.lastRunTimeStamp
specification/impact/resource-manager/Microsoft.Impact/preview/2025-01-01-preview/impact.json,ConnectorProperties,processingState,$.definitions.ConnectorProperties.properties.processingState
specification/impact/resource-manager/Microsoft.Impact/preview/2025-01-01-preview/impact.json,ConnectorProperties,processingStateMessage,$.definitions.ConnectorProperties.properties.processingStateMessage
specification/impact/resource-manager/Microsoft.Impact/preview/2026-01-01-preview/impact.json,ConnectorProperties,connectorId,$.definitions.ConnectorProperties.properties.connectorId
specification/impact/resource-manager/Microsoft.Impact/preview/2026-01-01-preview/impact.json,ConnectorProperties,tenantId,$.definitions.ConnectorProperties.properties.tenantId
specification/impact/resource-manager/Microsoft.Impact/preview/2026-01-01-preview/impact.json,ConnectorProperties,lastRunTimeStamp,$.definitions.ConnectorProperties.properties.lastRunTimeStamp
specification/impact/resource-manager/Microsoft.Impact/preview/2026-01-01-preview/impact.json,ConnectorProperties,processingState,$.definitions.ConnectorProperties.properties.processingState
specification/impact/resource-manager/Microsoft.Impact/preview/2026-01-01-preview/impact.json,ConnectorProperties,processingStateMessage,$.definitions.ConnectorProperties.properties.processingStateMessage
specification/iotoperations/resource-manager/Microsoft.IoTOperations/stable/2025-10-01/iotoperations.json,AkriConnectorAllocatedDevice,deviceInboundEndpointName,$.definitions.AkriConnectorAllocatedDevice.properties.deviceInboundEndpointName
specification/iotoperations/resource-manager/Microsoft.IoTOperations/stable/2025-10-01/iotoperations.json,AkriConnectorAllocatedDevice,deviceName,$.definitions.AkriConnectorAllocatedDevice.properties.deviceName
specification/iotoperations/resource-manager/Microsoft.IoTOperations/stable/2026-03-01/iotoperations.json,AkriConnectorAllocatedDevice,deviceInboundEndpointName,$.definitions.AkriConnectorAllocatedDevice.properties.deviceInboundEndpointName
specification/iotoperations/resource-manager/Microsoft.IoTOperations/stable/2026-03-01/iotoperations.json,AkriConnectorAllocatedDevice,deviceName,$.definitions.AkriConnectorAllocatedDevice.properties.deviceName
specification/iotoperations/resource-manager/Microsoft.IoTOperations/stable/2026-07-01/iotoperations.json,AkriConnectorAllocatedDevice,deviceInboundEndpointName,$.definitions.AkriConnectorAllocatedDevice.properties.deviceInboundEndpointName
specification/iotoperations/resource-manager/Microsoft.IoTOperations/stable/2026-07-01/iotoperations.json,AkriConnectorAllocatedDevice,deviceName,$.definitions.AkriConnectorAllocatedDevice.properties.deviceName
specification/machinelearningservices/resource-manager/Microsoft.MachineLearningServices/preview/2024-10-01-preview/openapi.json,ServerlessInferenceEndpoint,uri,$.definitions.ServerlessInferenceEndpoint.properties.uri
specification/machinelearningservices/resource-manager/Microsoft.MachineLearningServices/preview/2025-10-01-preview/openapi.json,ServerlessInferenceEndpoint,uri,$.definitions.ServerlessInferenceEndpoint.properties.uri
specification/machinelearningservices/resource-manager/Microsoft.MachineLearningServices/preview/2026-01-15-preview/openapi.json,ServerlessInferenceEndpoint,uri,$.definitions.ServerlessInferenceEndpoint.properties.uri
specification/machinelearningservices/resource-manager/Microsoft.MachineLearningServices/preview/2026-03-15-preview/openapi.json,ServerlessInferenceEndpoint,uri,$.definitions.ServerlessInferenceEndpoint.properties.uri
specification/machinelearningservices/resource-manager/Microsoft.MachineLearningServices/stable/2025-12-01/openapi.json,ServerlessInferenceEndpoint,uri,$.definitions.ServerlessInferenceEndpoint.properties.uri
specification/machinelearningservices/resource-manager/Microsoft.MachineLearningServices/stable/2026-03-01/openapi.json,ServerlessInferenceEndpoint,uri,$.definitions.ServerlessInferenceEndpoint.properties.uri
specification/machinelearningservices/resource-manager/Microsoft.MachineLearningServices/stable/2026-05-01/openapi.json,ServerlessInferenceEndpoint,uri,$.definitions.ServerlessInferenceEndpoint.properties.uri
specification/manufacturingplatform/resource-manager/Microsoft.ManufacturingPlatform/stable/2025-03-01/manufacturingplatform.json,ManagedOnBehalfOfConfiguration,moboBrokerResources,$.definitions.ManagedOnBehalfOfConfiguration.properties.moboBrokerResources
specification/manufacturingplatform/resource-manager/Microsoft.ManufacturingPlatform/stable/2025-03-01/manufacturingplatform.json,MoboBrokerResource,id,$.definitions.MoboBrokerResource.properties.id
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-04-01-preview/migrate.json,AKSAssessmentDetails,webAppCount,$.definitions.AKSAssessmentDetails.properties.webAppCount
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-04-01-preview/migrate.json,AKSAssessmentDetails,webServerCount,$.definitions.AKSAssessmentDetails.properties.webServerCount
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-04-01-preview/migrate.json,AKSAssessmentDetails,machineCount,$.definitions.AKSAssessmentDetails.properties.machineCount
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-04-01-preview/migrate.json,AKSAssessmentDetails,totalMonthlyCost,$.definitions.AKSAssessmentDetails.properties.totalMonthlyCost
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-04-01-preview/migrate.json,AssessmentDetails,createdTimestamp,$.definitions.AssessmentDetails.properties.createdTimestamp
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-04-01-preview/migrate.json,AssessmentDetails,updatedTimestamp,$.definitions.AssessmentDetails.properties.updatedTimestamp
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-04-01-preview/migrate.json,AssessmentDetails,status,$.definitions.AssessmentDetails.properties.status
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-05-01-preview/migrate.json,AKSAssessmentDetails,webAppCount,$.definitions.AKSAssessmentDetails.properties.webAppCount
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-05-01-preview/migrate.json,AKSAssessmentDetails,webServerCount,$.definitions.AKSAssessmentDetails.properties.webServerCount
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-05-01-preview/migrate.json,AKSAssessmentDetails,machineCount,$.definitions.AKSAssessmentDetails.properties.machineCount
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-05-01-preview/migrate.json,AKSAssessmentDetails,totalMonthlyCost,$.definitions.AKSAssessmentDetails.properties.totalMonthlyCost
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-05-01-preview/migrate.json,AssessmentDetails,createdTimestamp,$.definitions.AssessmentDetails.properties.createdTimestamp
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-05-01-preview/migrate.json,AssessmentDetails,updatedTimestamp,$.definitions.AssessmentDetails.properties.updatedTimestamp
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-05-01-preview/migrate.json,AssessmentDetails,status,$.definitions.AssessmentDetails.properties.status
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-09-09-preview/migrate.json,AKSAssessmentDetails,webAppCount,$.definitions.AKSAssessmentDetails.properties.webAppCount
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-09-09-preview/migrate.json,AKSAssessmentDetails,webServerCount,$.definitions.AKSAssessmentDetails.properties.webServerCount
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-09-09-preview/migrate.json,AKSAssessmentDetails,machineCount,$.definitions.AKSAssessmentDetails.properties.machineCount
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-09-09-preview/migrate.json,AKSAssessmentDetails,totalMonthlyCost,$.definitions.AKSAssessmentDetails.properties.totalMonthlyCost
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-09-09-preview/migrate.json,AssessmentDetails,createdTimestamp,$.definitions.AssessmentDetails.properties.createdTimestamp
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-09-09-preview/migrate.json,AssessmentDetails,updatedTimestamp,$.definitions.AssessmentDetails.properties.updatedTimestamp
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2023-09-09-preview/migrate.json,AssessmentDetails,status,$.definitions.AssessmentDetails.properties.status
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2024-01-01-preview/migrate.json,AKSAssessmentDetails,webAppCount,$.definitions.AKSAssessmentDetails.properties.webAppCount
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2024-01-01-preview/migrate.json,AKSAssessmentDetails,webServerCount,$.definitions.AKSAssessmentDetails.properties.webServerCount
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2024-01-01-preview/migrate.json,AKSAssessmentDetails,machineCount,$.definitions.AKSAssessmentDetails.properties.machineCount
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2024-01-01-preview/migrate.json,AKSAssessmentDetails,totalMonthlyCost,$.definitions.AKSAssessmentDetails.properties.totalMonthlyCost
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2024-01-01-preview/migrate.json,AssessmentDetails,createdTimestamp,$.definitions.AssessmentDetails.properties.createdTimestamp
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2024-01-01-preview/migrate.json,AssessmentDetails,updatedTimestamp,$.definitions.AssessmentDetails.properties.updatedTimestamp
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/preview/2024-01-01-preview/migrate.json,AssessmentDetails,status,$.definitions.AssessmentDetails.properties.status
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/stable/2024-01-15/migrate.json,AKSAssessmentDetails,webAppCount,$.definitions.AKSAssessmentDetails.properties.webAppCount
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/stable/2024-01-15/migrate.json,AKSAssessmentDetails,webServerCount,$.definitions.AKSAssessmentDetails.properties.webServerCount
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/stable/2024-01-15/migrate.json,AKSAssessmentDetails,machineCount,$.definitions.AKSAssessmentDetails.properties.machineCount
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/stable/2024-01-15/migrate.json,AKSAssessmentDetails,totalMonthlyCost,$.definitions.AKSAssessmentDetails.properties.totalMonthlyCost
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/stable/2024-01-15/migrate.json,AssessmentDetails,createdTimestamp,$.definitions.AssessmentDetails.properties.createdTimestamp
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/stable/2024-01-15/migrate.json,AssessmentDetails,updatedTimestamp,$.definitions.AssessmentDetails.properties.updatedTimestamp
specification/migrate/resource-manager/Microsoft.Migrate/AssessmentProjects/stable/2024-01-15/migrate.json,AssessmentDetails,status,$.definitions.AssessmentDetails.properties.status
specification/migrate/resource-manager/Microsoft.Migrate/BusinessCases/preview/2024-03-03-preview/businessCases.json,BusinessCaseScope,scopeType,$.definitions.BusinessCaseScope.properties.scopeType
specification/migrate/resource-manager/Microsoft.Migrate/Waves/preview/2025-03-30-preview/waves.json,TaskProperties,taskType,$.definitions.TaskProperties.properties.taskType
specification/migrate/resource-manager/Microsoft.Migrate/Waves/preview/2025-03-30-preview/waves.json,TaskProperties,isEditable,$.definitions.TaskProperties.properties.isEditable
specification/migrate/resource-manager/Microsoft.Migrate/Waves/preview/2025-12-01-preview/waves.json,TaskProperties,taskType,$.definitions.TaskProperties.properties.taskType
specification/migrate/resource-manager/Microsoft.Migrate/Waves/preview/2025-12-01-preview/waves.json,TaskProperties,isEditable,$.definitions.TaskProperties.properties.isEditable
specification/migrate/resource-manager/Microsoft.Migrate/Waves/preview/2026-02-01-preview/waves.json,TaskProperties,taskType,$.definitions.TaskProperties.properties.taskType
specification/migrate/resource-manager/Microsoft.Migrate/Waves/preview/2026-02-01-preview/waves.json,TaskProperties,isEditable,$.definitions.TaskProperties.properties.isEditable
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/preview/2025-05-03-preview/azuremonitorworkspace.json,DiscoveryError,message,$.definitions.DiscoveryError.properties.message
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/preview/2025-05-03-preview/azuremonitorworkspace.json,DiscoveryRuleProperties,entityName,$.definitions.DiscoveryRuleProperties.properties.entityName
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/preview/2025-05-03-preview/azuremonitorworkspace.json,IssueProperties,investigations,$.definitions.IssueProperties.properties.investigations
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/preview/2025-05-03-preview/azuremonitorworkspace.json,IssueProperties,investigationsCount,$.definitions.IssueProperties.properties.investigationsCount
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/preview/2025-05-03-preview/azuremonitorworkspace.json,RelatedAlert,origin,$.definitions.RelatedAlert.properties.origin
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/preview/2025-05-03-preview/azuremonitorworkspace.json,RelatedAlert,addedAt,$.definitions.RelatedAlert.properties.addedAt
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/preview/2025-05-03-preview/azuremonitorworkspace.json,RelatedAlert,lastModifiedAt,$.definitions.RelatedAlert.properties.lastModifiedAt
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/preview/2025-05-03-preview/azuremonitorworkspace.json,RelatedResource,origin,$.definitions.RelatedResource.properties.origin
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/preview/2025-05-03-preview/azuremonitorworkspace.json,RelatedResource,addedAt,$.definitions.RelatedResource.properties.addedAt
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/preview/2025-05-03-preview/azuremonitorworkspace.json,RelatedResource,lastModifiedAt,$.definitions.RelatedResource.properties.lastModifiedAt
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/preview/2025-10-03-preview/azuremonitorworkspace.json,BackgroundVisualization,origin,$.definitions.BackgroundVisualization.properties.origin
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/preview/2025-10-03-preview/azuremonitorworkspace.json,IssueProperties,investigations,$.definitions.IssueProperties.properties.investigations
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/preview/2025-10-03-preview/azuremonitorworkspace.json,IssueProperties,investigationsCount,$.definitions.IssueProperties.properties.investigationsCount
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/preview/2025-10-03-preview/azuremonitorworkspace.json,RelatedAlert,origin,$.definitions.RelatedAlert.properties.origin
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/preview/2025-10-03-preview/azuremonitorworkspace.json,RelatedAlert,addedAt,$.definitions.RelatedAlert.properties.addedAt
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/preview/2025-10-03-preview/azuremonitorworkspace.json,RelatedAlert,lastModifiedAt,$.definitions.RelatedAlert.properties.lastModifiedAt
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/preview/2025-10-03-preview/azuremonitorworkspace.json,RelatedResource,origin,$.definitions.RelatedResource.properties.origin
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/preview/2025-10-03-preview/azuremonitorworkspace.json,RelatedResource,addedAt,$.definitions.RelatedResource.properties.addedAt
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/preview/2025-10-03-preview/azuremonitorworkspace.json,RelatedResource,lastModifiedAt,$.definitions.RelatedResource.properties.lastModifiedAt
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/stable/2025-10-03/azuremonitorworkspace.json,BackgroundVisualization,origin,$.definitions.BackgroundVisualization.properties.origin
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/stable/2025-10-03/azuremonitorworkspace.json,IssueProperties,investigations,$.definitions.IssueProperties.properties.investigations
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/stable/2025-10-03/azuremonitorworkspace.json,IssueProperties,investigationsCount,$.definitions.IssueProperties.properties.investigationsCount
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/stable/2025-10-03/azuremonitorworkspace.json,RelatedAlert,origin,$.definitions.RelatedAlert.properties.origin
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/stable/2025-10-03/azuremonitorworkspace.json,RelatedAlert,addedAt,$.definitions.RelatedAlert.properties.addedAt
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/stable/2025-10-03/azuremonitorworkspace.json,RelatedAlert,lastModifiedAt,$.definitions.RelatedAlert.properties.lastModifiedAt
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/stable/2025-10-03/azuremonitorworkspace.json,RelatedResource,origin,$.definitions.RelatedResource.properties.origin
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/stable/2025-10-03/azuremonitorworkspace.json,RelatedResource,addedAt,$.definitions.RelatedResource.properties.addedAt
specification/monitoringservice/resource-manager/Microsoft.Monitor/Accounts/stable/2025-10-03/azuremonitorworkspace.json,RelatedResource,lastModifiedAt,$.definitions.RelatedResource.properties.lastModifiedAt
specification/relationships/resource-manager/Microsoft.Relationships/preview/2023-09-01-preview/relationships.json,DependencyOfRelationshipProperties,sourceId,$.definitions.DependencyOfRelationshipProperties.properties.sourceId
specification/relationships/resource-manager/Microsoft.Relationships/preview/2023-09-01-preview/relationships.json,DependencyOfRelationshipProperties,originInformation,$.definitions.DependencyOfRelationshipProperties.properties.originInformation
specification/relationships/resource-manager/Microsoft.Relationships/preview/2023-09-01-preview/relationships.json,DependencyOfRelationshipProperties,metadata,$.definitions.DependencyOfRelationshipProperties.properties.metadata
specification/relationships/resource-manager/Microsoft.Relationships/preview/2023-09-01-preview/relationships.json,RelationshipMetadata,sourceType,$.definitions.RelationshipMetadata.properties.sourceType
specification/relationships/resource-manager/Microsoft.Relationships/preview/2023-09-01-preview/relationships.json,RelationshipMetadata,targetType,$.definitions.RelationshipMetadata.properties.targetType
specification/relationships/resource-manager/Microsoft.Relationships/preview/2023-09-01-preview/relationships.json,RelationshipOriginInformation,relationshipOriginType,$.definitions.RelationshipOriginInformation.properties.relationshipOriginType
specification/relationships/resource-manager/Microsoft.Relationships/preview/2023-09-01-preview/relationships.json,ServiceGroupMemberRelationshipProperties,sourceId,$.definitions.ServiceGroupMemberRelationshipProperties.properties.sourceId
specification/relationships/resource-manager/Microsoft.Relationships/preview/2023-09-01-preview/relationships.json,ServiceGroupMemberRelationshipProperties,originInformation,$.definitions.ServiceGroupMemberRelationshipProperties.properties.originInformation
specification/relationships/resource-manager/Microsoft.Relationships/preview/2023-09-01-preview/relationships.json,ServiceGroupMemberRelationshipProperties,metadata,$.definitions.ServiceGroupMemberRelationshipProperties.properties.metadata
specification/security/resource-manager/Microsoft.Security/Security/stable/2020-01-01/security-SecuritySolutions.json,JitNetworkAccessPolicy,location,$.definitions.JitNetworkAccessPolicy.properties.location
specification/sql/resource-manager/Microsoft.Sql/SQL/preview/2024-11-01-preview/ManagedDatabases.json,ManagedDatabaseExtendedAccessibilityInfo,inaccessibilityReasonErrorCode,$.definitions.ManagedDatabaseExtendedAccessibilityInfo.properties.inaccessibilityReasonErrorCode
specification/sql/resource-manager/Microsoft.Sql/SQL/preview/2024-11-01-preview/ManagedDatabases.json,ManagedDatabaseExtendedAccessibilityInfo,inaccessibilityReasonDescription,$.definitions.ManagedDatabaseExtendedAccessibilityInfo.properties.inaccessibilityReasonDescription
specification/sql/resource-manager/Microsoft.Sql/SQL/preview/2024-11-01-preview/ManagedDatabases.json,ManagedDatabaseExtendedAccessibilityInfo,inaccessibilityReasonKind,$.definitions.ManagedDatabaseExtendedAccessibilityInfo.properties.inaccessibilityReasonKind
specification/sql/resource-manager/Microsoft.Sql/SQL/preview/2025-02-01-preview/managedDatabases.json,ManagedDatabaseExtendedAccessibilityInfo,inaccessibilityReasonErrorCode,$.definitions.ManagedDatabaseExtendedAccessibilityInfo.properties.inaccessibilityReasonErrorCode
specification/sql/resource-manager/Microsoft.Sql/SQL/preview/2025-02-01-preview/managedDatabases.json,ManagedDatabaseExtendedAccessibilityInfo,inaccessibilityReasonDescription,$.definitions.ManagedDatabaseExtendedAccessibilityInfo.properties.inaccessibilityReasonDescription
specification/sql/resource-manager/Microsoft.Sql/SQL/preview/2025-02-01-preview/managedDatabases.json,ManagedDatabaseExtendedAccessibilityInfo,inaccessibilityReasonKind,$.definitions.ManagedDatabaseExtendedAccessibilityInfo.properties.inaccessibilityReasonKind
specification/sql/resource-manager/Microsoft.Sql/SQL/stable/2025-01-01/managedDatabases.json,ManagedDatabaseExtendedAccessibilityInfo,inaccessibilityReasonErrorCode,$.definitions.ManagedDatabaseExtendedAccessibilityInfo.properties.inaccessibilityReasonErrorCode
specification/sql/resource-manager/Microsoft.Sql/SQL/stable/2025-01-01/managedDatabases.json,ManagedDatabaseExtendedAccessibilityInfo,inaccessibilityReasonDescription,$.definitions.ManagedDatabaseExtendedAccessibilityInfo.properties.inaccessibilityReasonDescription
specification/sql/resource-manager/Microsoft.Sql/SQL/stable/2025-01-01/managedDatabases.json,ManagedDatabaseExtendedAccessibilityInfo,inaccessibilityReasonKind,$.definitions.ManagedDatabaseExtendedAccessibilityInfo.properties.inaccessibilityReasonKind
specification/web/resource-manager/Microsoft.Web/AppService/stable/2015-08-01/service.json,ServerFarmWithRichSku,status,$.definitions.ServerFarmWithRichSku.properties.properties.properties.status
specification/web/resource-manager/Microsoft.Web/AppService/stable/2015-08-01/service.json,Site,usageState,$.definitions.Site.properties.properties.properties.usageState
specification/web/resource-manager/Microsoft.Web/AppService/stable/2015-08-01/service.json,Site,availabilityState,$.definitions.Site.properties.properties.properties.availabilityState
